IndexKey,IndexName,Group,Date,SourceDate,Close,PE
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2016-06-30,2016-06-30,3438.76,34.82
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2016-09-30,2016-09-30,3678.55,29.45
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2016-12-31,2016-12-30,3313.93,28.89
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2017-03-31,2017-03-31,4015.59,38.95
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2017-06-30,2017-06-30,4054.47,62.74
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2017-09-30,2017-09-29,4151.48,69.48
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2017-12-31,2017-12-29,4655.03,138.52
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2018-03-31,2018-03-28,3949.94,166.96
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2018-06-30,2018-06-29,3768.49,342.66
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2018-09-30,2018-09-28,3702.71,128.79
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2018-12-31,2018-12-31,3483.61,
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2019-03-31,2019-03-29,3389.6,
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2019-06-30,2019-06-28,3392.28,
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2019-09-30,2019-09-30,2938.34,
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2019-12-31,2019-12-31,2978.8,
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2020-03-31,2020-03-31,1926.37,
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2020-06-30,2020-06-30,2621.41,
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2020-09-30,2020-09-30,2801.61,
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2020-12-31,2020-12-31,3600.91,
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2021-03-31,2021-03-31,4715.9,
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2021-06-30,2021-06-30,4902.49,
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2021-09-30,2021-09-30,5579.31,
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2021-12-31,2021-12-31,5734.48,335.69
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2022-03-31,2022-03-31,5502.91,318.06
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2022-06-30,2022-06-30,4238.35,67.24
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2022-09-30,2022-09-30,4992.12,62.12
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2022-12-31,2022-12-30,5436.76,101.22
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2023-03-31,2023-03-31,5210.21,88.44
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2023-06-30,2023-06-30,5714.47,240.47
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2023-09-30,2023-09-29,6188.35,4764.79
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2023-12-31,2023-12-29,7446.39,40595.32
NIFTYADITYABIRLAGROUP,NIFTY Aditya Birla Group,Strategy / Thematic / Other,2024-03-31,2024-03-28,7076.43,
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2015-12-31,2015-12-31,9502.57,45.37
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2016-03-31,2016-03-31,8620.5,42.71
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2016-06-30,2016-06-30,8685.62,27.75
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2016-09-30,2016-09-30,9463.61,25.07
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2016-12-31,2016-12-30,8536.01,20.46
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2017-03-31,2017-03-31,10803.04,21.64
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2017-06-30,2017-06-30,11462.19,20.77
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2017-09-30,2017-09-29,12229.89,57.65
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2017-12-31,2017-12-29,14257.54,89.66
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2018-03-31,2018-03-28,12558.6,57.68
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2018-06-30,2018-06-29,12897.05,30.28
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2018-09-30,2018-09-28,12415.75,25.26
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2018-12-31,2018-12-31,12191.25,26.01
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2019-03-31,2019-03-29,12187.9,44.7
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2019-06-30,2019-06-28,12373.9,42.25
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2019-09-30,2019-09-30,12401.8,29.72
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2019-12-31,2019-12-31,13071.95,35.82
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2020-03-31,2020-03-31,10067.55,25.47
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2020-06-30,2020-06-30,13701.05,37.56
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2020-09-30,2020-09-30,16926.65,
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2020-12-31,2020-12-31,19836.8,
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2021-03-31,2021-03-31,22648.2,
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2021-06-30,2021-06-30,27135,55.12
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2021-09-30,2021-09-30,31641.8,36.37
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2021-12-31,2021-12-31,34605.05,35.34
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2022-03-31,2022-03-31,35463.05,31.75
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2022-06-30,2022-06-30,26214.1,29.75
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2022-09-30,2022-09-30,29586.2,41.96
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2022-12-31,2022-12-30,29685.5,17.97
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2023-03-31,2023-03-31,25993.55,15.12
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2023-06-30,2023-06-30,31290.15,16.42
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2023-09-30,2023-09-29,36496.65,16.04
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2023-12-31,2023-12-29,42306.3,26.68
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2024-03-31,2024-03-28,47200.3,27.39
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2024-06-30,2024-06-28,56314.8,30.79
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2024-09-30,2024-09-30,60409.8,41.61
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2024-12-31,2024-12-31,56293.05,42.38
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2025-03-31,2025-03-28,46004.55,41.36
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2025-06-30,2025-06-30,53900.45,51.51
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2025-09-30,2025-09-30,48722.95,40.37
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2025-12-31,2025-12-31,50309.15,33.05
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2026-03-31,2026-03-30,44487.95,23.91
NIFTYALPHA50,NIFTY Alpha 50,Strategy / Thematic / Other,2026-06-30,2026-06-30,53700.3,24.79
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2017-09-30,2017-09-29,10219.34,24.64
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2017-12-31,2017-12-29,11295.54,33.12
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2018-03-31,2018-03-28,10720.67,31.47
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2018-06-30,2018-06-29,11406.44,28.87
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2018-09-30,2018-09-28,11356.59,27.38
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2018-12-31,2018-12-31,11600.4,28.82
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2019-03-31,2019-03-29,11719.25,29.48
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2019-06-30,2019-06-28,11782.03,34.8
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2019-09-30,2019-09-30,11875.91,31
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2019-12-31,2019-12-31,12052.86,29.35
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2020-03-31,2020-03-31,9706.52,22.47
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2020-06-30,2020-06-30,10970.14,27.71
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2020-09-30,2020-09-30,12023.6,31.03
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2020-12-31,2020-12-31,13730.4,36.31
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2021-03-31,2021-03-31,14115.35,35.41
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2021-06-30,2021-06-30,15701.25,38.81
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2021-09-30,2021-09-30,17649.6,40.58
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2021-12-31,2021-12-31,17758.75,43.18
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2022-03-31,2022-03-31,16839.95,40.3
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2022-06-30,2022-06-30,14913.65,29.12
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2022-09-30,2022-09-30,16962.1,31.78
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2022-12-31,2022-12-30,17010.35,22.52
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2023-03-31,2023-03-31,16779,21.33
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2023-06-30,2023-06-30,19040.95,21.03
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2023-09-30,2023-09-29,19909.05,19.04
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2023-12-31,2023-12-29,23373.2,22.59
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2024-03-31,2024-03-28,26248.05,24.13
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2024-06-30,2024-06-28,28040.3,27.35
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2024-09-30,2024-09-30,31123.3,30.05
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2024-12-31,2024-12-31,27282,37.66
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2025-03-31,2025-03-28,25142.6,33.08
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2025-06-30,2025-06-30,27188.9,34.77
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2025-09-30,2025-09-30,25952.95,32.24
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2025-12-31,2025-12-31,27076.95,32.61
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2026-03-31,2026-03-30,23961.3,28.47
NIFTYALPHALOWVOLATILITY30,NIFTY Alpha Low-Volatility 30,Strategy / Thematic / Other,2026-06-30,2026-06-30,26293.1,26.57
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2017-09-30,2017-09-29,8287.28,25.99
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2017-12-31,2017-12-29,9178.82,34.1
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2018-03-31,2018-03-28,8807.3,31.21
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2018-06-30,2018-06-29,9274.42,29.3
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2018-09-30,2018-09-28,9334.63,30.71
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2018-12-31,2018-12-31,9422.57,30.35
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2019-03-31,2019-03-29,9561.33,29.44
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2019-06-30,2019-06-28,9215.98,28.08
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2019-09-30,2019-09-30,9536.2,27.82
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2019-12-31,2019-12-31,9649.25,30.28
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2020-03-31,2020-03-31,8027.55,25.11
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2020-06-30,2020-06-30,9126.82,26.58
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2020-09-30,2020-09-30,10149.56,30.08
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2020-12-31,2020-12-31,11924.35,36.08
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2021-03-31,2021-03-31,12116.38,31.27
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2021-06-30,2021-06-30,13160.39,39.22
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2021-09-30,2021-09-30,14740.74,41.31
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2021-12-31,2021-12-31,14877.95,38.91
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2022-03-31,2022-03-31,14197.15,37.28
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2022-06-30,2022-06-30,12728.89,31.38
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2022-09-30,2022-09-30,13890.52,33.53
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2022-12-31,2022-12-30,13955.84,20.71
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2023-03-31,2023-03-31,13768.12,19.61
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2023-06-30,2023-06-30,15708.7,21.87
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2023-09-30,2023-09-29,16302.19,21.76
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2023-12-31,2023-12-29,19202.05,27.54
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2024-03-31,2024-03-28,21047.91,28.79
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2024-06-30,2024-06-28,23391.15,32.24
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2024-09-30,2024-09-30,25758.09,33.93
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2024-12-31,2024-12-31,22700.1,37.16
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2025-03-31,2025-03-28,20801.45,33.72
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2025-06-30,2025-06-30,22540,38.03
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2025-09-30,2025-09-30,22171.4,36.4
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2025-12-31,2025-12-31,22837.3,33.61
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2026-03-31,2026-03-30,20283.75,29.65
NIFTYALPHAQUALITYLOWVOLATILITY30,NIFTY Alpha Quality Low-Volatility 30,Strategy / Thematic / Other,2026-06-30,2026-06-30,22530.7,29.03
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2017-09-30,2017-09-29,6428.23,19.84
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2017-12-31,2017-12-29,7087.55,24.47
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2018-03-31,2018-03-28,6865.65,22.55
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2018-06-30,2018-06-29,7023.09,26.78
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2018-09-30,2018-09-28,7023.83,27.8
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2018-12-31,2018-12-31,7131.23,24.58
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2019-03-31,2019-03-29,7310.94,23.86
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2019-06-30,2019-06-28,7160.09,22.46
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2019-09-30,2019-09-30,7290.72,21.3
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2019-12-31,2019-12-31,7290.46,20.12
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2020-03-31,2020-03-31,6042.81,16.88
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2020-06-30,2020-06-30,6961.87,19.03
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2020-09-30,2020-09-30,7661.87,21.26
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2020-12-31,2020-12-31,8986.4,24.71
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2021-03-31,2021-03-31,9148.38,22.73
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2021-06-30,2021-06-30,10090.67,23.41
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2021-09-30,2021-09-30,11255.08,24.59
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2021-12-31,2021-12-31,11074.59,21.85
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2022-03-31,2022-03-31,10701.1,20.69
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2022-06-30,2022-06-30,10018.88,18.12
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2022-09-30,2022-09-30,11105.53,18.06
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2022-12-31,2022-12-30,11435.95,14.86
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2023-03-31,2023-03-31,11392.81,14.26
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2023-06-30,2023-06-30,13207.13,16.66
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2023-09-30,2023-09-29,14170.16,17.24
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2023-12-31,2023-12-29,16996.76,18.18
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2024-03-31,2024-03-28,18329.04,19.01
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2024-06-30,2024-06-28,20647.43,21.75
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2024-09-30,2024-09-30,22716.73,23.24
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2024-12-31,2024-12-31,20379.55,27.01
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2025-03-31,2025-03-28,19091.2,24.82
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2025-06-30,2025-06-30,20720.9,25.09
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2025-09-30,2025-09-30,20531.15,24.15
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2025-12-31,2025-12-31,21453.15,23.77
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2026-03-31,2026-03-30,18543.9,20.23
NIFTYALPHAQUALITYVALUELOWVOLATILITY30,NIFTY Alpha Quality Value Low-Volatility 30,Strategy / Thematic / Other,2026-06-30,2026-06-30,19921.05,16.61
NIFTYAUTO,NIFTY Auto,Sectoral,2015-12-31,2015-12-31,8254.75,41.47
NIFTYAUTO,NIFTY Auto,Sectoral,2016-03-31,2016-03-31,8087.6,34.07
NIFTYAUTO,NIFTY Auto,Sectoral,2016-06-30,2016-06-30,8863.75,34.04
NIFTYAUTO,NIFTY Auto,Sectoral,2016-09-30,2016-09-30,10029.3,37.95
NIFTYAUTO,NIFTY Auto,Sectoral,2016-12-31,2016-12-30,9141.75,32.47
NIFTYAUTO,NIFTY Auto,Sectoral,2017-03-31,2017-03-31,9880.2,34.52
NIFTYAUTO,NIFTY Auto,Sectoral,2017-06-30,2017-06-30,10540.25,38.35
