IndexKey,IndexName,Group,Date,SourceDate,Close,PE
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2019-03-31,2019-03-29,6144.05,35
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2019-06-30,2019-06-28,5961.95,33.07
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2019-09-30,2019-09-30,6133.5,32.6
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2019-12-31,2019-12-31,6410.9,31.55
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2020-03-31,2020-03-31,4521.5,19.93
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2020-06-30,2020-06-30,5210.65,24.96
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2020-09-30,2020-09-30,5245.3,26.16
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2020-12-31,2020-12-31,7063.25,34.49
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2021-03-31,2021-03-31,7150.75,37.7
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2021-06-30,2021-06-30,7620.3,34.85
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2021-09-30,2021-09-30,7976.65,36.56
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2021-12-31,2021-12-31,7685.55,33.99
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2022-03-31,2022-03-31,7496.5,33.38
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2022-06-30,2022-06-30,7760.05,35.32
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2022-09-30,2022-09-30,8862.3,34.63
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2022-12-31,2022-12-30,8642.3,32.16
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2023-03-31,2023-03-31,8604.25,32.55
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2023-06-30,2023-06-30,9611.8,33.46
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2023-09-30,2023-09-29,9869.55,31.27
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2023-12-31,2023-12-29,10787.7,33.04
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2024-03-31,2024-03-28,10941.75,32.25
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2024-06-30,2024-06-28,11093.4,31.58
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2024-09-30,2024-09-30,12814.55,31.55
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2024-12-31,2024-12-31,11845.6,28.79
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2025-03-31,2025-03-28,10690.9,33.54
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2025-06-30,2025-06-30,11530.85,34.43
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2025-09-30,2025-09-30,11574.5,30.8
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2025-12-31,2025-12-31,12483.55,32.33
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2026-03-31,2026-03-30,10408.35,28.21
NIFTYGROWTHSECTORS15,NIFTY Growth Sectors 15,Strategy / Thematic / Other,2026-06-30,2026-06-30,10565.2,26.63
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2020-12-31,2020-12-31,7580.96,39.58
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2021-03-31,2021-03-31,7328.48,34.85
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2021-06-30,2021-06-30,8791.88,39.85
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2021-09-30,2021-09-30,8978.4,32.38
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2021-12-31,2021-12-31,8968.7,34.73
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2022-03-31,2022-03-31,8471.6,33.65
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2022-06-30,2022-06-30,7511,36.51
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2022-09-30,2022-09-30,8212.3,39.51
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2022-12-31,2022-12-30,8001.4,35.4
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2023-03-31,2023-03-31,7621.55,35.26
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2023-06-30,2023-06-30,8936.45,34.66
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2023-09-30,2023-09-29,9719.05,36.75
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2023-12-31,2023-12-29,10637.8,38.86
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2024-03-31,2024-03-28,12059.3,41.53
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2024-06-30,2024-06-28,12576.25,40.81
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2024-09-30,2024-09-30,14752.2,44.01
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2024-12-31,2024-12-31,14951.7,42.41
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2025-03-31,2025-03-28,13681.3,37.62
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2025-06-30,2025-06-30,14463.8,37.47
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2025-09-30,2025-09-30,14139.05,37.17
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2025-12-31,2025-12-31,14639.9,36.72
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2026-03-31,2026-03-30,14201.05,36.07
NIFTYHEALTHCARE,NIFTY Healthcare,Sectoral,2026-06-30,2026-06-30,16139.75,41.81
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2015-12-31,2015-12-31,1544.57,20.72
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2016-03-31,2016-03-31,1352.06,42.8
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2016-06-30,2016-06-30,1500.54,
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2016-09-30,2016-09-30,1622.99,69.26
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2016-12-31,2016-12-30,1502.89,104.86
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2017-03-31,2017-03-31,1865.84,108.58
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2017-06-30,2017-06-30,1936.27,170.13
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2017-09-30,2017-09-29,1972.7,
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2017-12-31,2017-12-29,2396.7,
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2018-03-31,2018-03-28,1988.39,
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2018-06-30,2018-06-29,1833.26,81.59
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2018-09-30,2018-09-28,1556.26,
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2018-12-31,2018-12-31,1716.37,63.15
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2019-03-31,2019-03-29,1754.66,45.01
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2019-06-30,2019-06-28,1517.24,22.99
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2019-09-30,2019-09-30,1246.94,89.96
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2019-12-31,2019-12-31,1398.56,
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2020-03-31,2020-03-31,749.74,
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2020-06-30,2020-06-30,1025.06,122.75
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2020-09-30,2020-09-30,1103.76,
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2020-12-31,2020-12-31,1525.93,71.12
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2021-03-31,2021-03-31,1763.13,106.52
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2021-06-30,2021-06-30,1972.5,41.59
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2021-09-30,2021-09-30,2127.24,20.7
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2021-12-31,2021-12-31,2067.57,17.28
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2022-03-31,2022-03-31,2119.16,24.68
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2022-06-30,2022-06-30,1701.84,15.6
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2022-09-30,2022-09-30,2052.92,17.21
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2022-12-31,2022-12-30,2283.16,24.02
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2023-03-31,2023-03-31,2058.14,15.09
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2023-06-30,2023-06-30,2488.06,15.91
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2023-09-30,2023-09-29,2913.22,18.32
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2023-12-31,2023-12-29,3401.85,17.58
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2024-03-31,2024-03-28,3642.36,21.97
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2024-06-30,2024-06-28,4184.62,22.38
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2024-09-30,2024-09-30,4145.47,23.6
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2024-12-31,2024-12-31,3547.35,20.9
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2025-03-31,2025-03-28,3310.6,15.84
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2025-06-30,2025-06-30,3869.3,16.94
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2025-09-30,2025-09-30,3702.7,19.94
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2025-12-31,2025-12-31,3954.95,25.01
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2026-03-31,2026-03-30,3317.65,25.77
NIFTYHIGHBETA50,NIFTY High Beta 50,Strategy / Thematic / Other,2026-06-30,2026-06-30,4296,20.26
NIFTYHOSPITALS,NIFTY Hospitals,Sectoral,2026-06-30,2026-06-30,4593.13,70.68
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2022-03-31,2022-03-31,7589.17,16.5
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2022-06-30,2022-06-30,6684.97,13.84
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2022-09-30,2022-09-30,7834.3,16.61
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2022-12-31,2022-12-30,8267.56,19.84
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2023-03-31,2023-03-31,7442.83,19.15
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2023-06-30,2023-06-30,8274.97,23.24
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2023-09-30,2023-09-29,8905.69,25.75
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2023-12-31,2023-12-29,10257.04,27.51
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2024-03-31,2024-03-28,10513.9,26.16
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2024-06-30,2024-06-28,11762.09,27.95
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2024-09-30,2024-09-30,12250.96,28.4
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2024-12-31,2024-12-31,11036.9,25.06
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2025-03-31,2025-03-28,10899,25.49
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2025-06-30,2025-06-30,11553.9,26.55
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2025-09-30,2025-09-30,11431,25.27
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2025-12-31,2025-12-31,11769.85,25.34
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2026-03-31,2026-03-30,10501.6,21.7
NIFTYHOUSING,NIFTY Housing,Strategy / Thematic / Other,2026-06-30,2026-06-30,11963.8,22.03
NIFTYHOUSINGFINANCE,NIFTY Housing Finance,Sectoral,2026-06-30,2026-06-30,774.32,35.32
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2015-12-31,2015-12-31,3606.2,30.59
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2016-03-31,2016-03-31,3406.45,28.85
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2016-06-30,2016-06-30,3733.55,31.6
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2016-09-30,2016-09-30,3879.2,32.81
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2016-12-31,2016-12-30,3517.2,28.67
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2017-03-31,2017-03-31,3997.9,32.43
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2017-06-30,2017-06-30,4347.3,50.43
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2017-09-30,2017-09-29,4390.65,50.7
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2017-12-31,2017-12-29,5104.4,60.43
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2018-03-31,2018-03-28,4739.75,56.42
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2018-06-30,2018-06-29,5031.45,48.67
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2018-09-30,2018-09-28,4793.2,41.94
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2018-12-31,2018-12-31,4988.85,46.79
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2019-03-31,2019-03-29,4855.4,43.99
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2019-06-30,2019-06-28,4755.5,42.92
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2019-09-30,2019-09-30,4956.15,37.44
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2019-12-31,2019-12-31,4956.6,54.78
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2020-03-31,2020-03-31,4076,44.48
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2020-06-30,2020-06-30,4793.5,67.58
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2020-09-30,2020-09-30,5005.05,
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2020-12-31,2020-12-31,5912.7,192.73
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2021-03-31,2021-03-31,5959.8,154.6
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2021-06-30,2021-06-30,6330.2,82.52
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2021-09-30,2021-09-30,7195.15,62.52
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2021-12-31,2021-12-31,7051.55,47.98
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2022-03-31,2022-03-31,6829.35,38.42
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2022-06-30,2022-06-30,6692.8,35.65
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2022-09-30,2022-09-30,7872.7,39.4
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2022-12-31,2022-12-30,7554.35,39.27
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2023-03-31,2023-03-31,7161.5,37.16
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2023-06-30,2023-06-30,8318.75,42.25
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2023-09-30,2023-09-29,8459.9,40.94
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2023-12-31,2023-12-29,9577.95,45.21
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2024-03-31,2024-03-28,10128.4,47.06
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2024-06-30,2024-06-28,11131.6,50.49
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2024-09-30,2024-09-30,12826.85,52.38
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2024-12-31,2024-12-31,11362.6,46.77
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2025-03-31,2025-03-28,10720.4,40.8
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2025-06-30,2025-06-30,11842.85,41.51
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2025-09-30,2025-09-30,12063.25,41.01
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2025-12-31,2025-12-31,12289.45,40.78
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2026-03-31,2026-03-30,10334.35,34.47
NIFTYINDIACONSUMPTION,NIFTY India Consumption,Strategy / Thematic / Other,2026-06-30,2026-06-30,11514.9,38.39
NIFTYINDIACORPORATEGROUPINDEXADITYABIRLAGROUP,NIFTY India Corporate Group Index - Aditya Birla Group,Strategy / Thematic / Other,2024-06-30,2024-06-28,8768.54,
NIFTYINDIACORPORATEGROUPINDEXADITYABIRLAGROUP,NIFTY India Corporate Group Index - Aditya Birla Group,Strategy / Thematic / Other,2024-09-30,2024-09-30,8599.56,549.39
NIFTYINDIACORPORATEGROUPINDEXADITYABIRLAGROUP,NIFTY India Corporate Group Index - Aditya Birla Group,Strategy / Thematic / Other,2024-12-31,2024-12-31,7594.39,203.46
NIFTYINDIACORPORATEGROUPINDEXADITYABIRLAGROUP,NIFTY India Corporate Group Index - Aditya Birla Group,Strategy / Thematic / Other,2025-03-31,2025-03-28,7671.7,181.84
NIFTYINDIACORPORATEGROUPINDEXADITYABIRLAGROUP,NIFTY India Corporate Group Index - Aditya Birla Group,Strategy / Thematic / Other,2025-06-30,2025-06-30,8319.92,130.61
NIFTYINDIACORPORATEGROUPINDEXADITYABIRLAGROUP,NIFTY India Corporate Group Index - Aditya Birla Group,Strategy / Thematic / Other,2025-09-30,2025-09-30,8477.07,112.52
NIFTYINDIACORPORATEGROUPINDEXADITYABIRLAGROUP,NIFTY India Corporate Group Index - Aditya Birla Group,Strategy / Thematic / Other,2025-12-31,2025-12-31,9048.1,86.98
NIFTYINDIACORPORATEGROUPINDEXADITYABIRLAGROUP,NIFTY India Corporate Group Index - Aditya Birla Group,Strategy / Thematic / Other,2026-03-31,2026-03-30,8115.07,76.21
NIFTYINDIACORPORATEGROUPINDEXADITYABIRLAGROUP,NIFTY India Corporate Group Index - Aditya Birla Group,Strategy / Thematic / Other,2026-06-30,2026-06-30,9615.29,15.66
NIFTYINDIACORPORATEGROUPINDEXMAHINDRAGROUP,NIFTY India Corporate Group Index - Mahindra Group,Strategy / Thematic / Other,2024-06-30,2024-06-28,32097.23,32.81
NIFTYINDIACORPORATEGROUPINDEXMAHINDRAGROUP,NIFTY India Corporate Group Index - Mahindra Group,Strategy / Thematic / Other,2024-09-30,2024-09-30,34713.96,35.39
NIFTYINDIACORPORATEGROUPINDEXMAHINDRAGROUP,NIFTY India Corporate Group Index - Mahindra Group,Strategy / Thematic / Other,2024-12-31,2024-12-31,34127.69,31.58
NIFTYINDIACORPORATEGROUPINDEXMAHINDRAGROUP,NIFTY India Corporate Group Index - Mahindra Group,Strategy / Thematic / Other,2025-03-31,2025-03-28,29990.06,25.86
NIFTYINDIACORPORATEGROUPINDEXMAHINDRAGROUP,NIFTY India Corporate Group Index - Mahindra Group,Strategy / Thematic / Other,2025-06-30,2025-06-30,35348.97,29.67
NIFTYINDIACORPORATEGROUPINDEXMAHINDRAGROUP,NIFTY India Corporate Group Index - Mahindra Group,Strategy / Thematic / Other,2025-09-30,2025-09-30,35777.69,28.29
NIFTYINDIACORPORATEGROUPINDEXMAHINDRAGROUP,NIFTY India Corporate Group Index - Mahindra Group,Strategy / Thematic / Other,2025-12-31,2025-12-31,39811.55,30.45
NIFTYINDIACORPORATEGROUPINDEXMAHINDRAGROUP,NIFTY India Corporate Group Index - Mahindra Group,Strategy / Thematic / Other,2026-03-31,2026-03-30,32165.37,23.03
NIFTYINDIACORPORATEGROUPINDEXMAHINDRAGROUP,NIFTY India Corporate Group Index - Mahindra Group,Strategy / Thematic / Other,2026-06-30,2026-06-30,33522.29,21.85
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP,NIFTY India Corporate Group Index - Tata Group,Strategy / Thematic / Other,2024-06-30,2024-06-28,18482.02,35.48
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP,NIFTY India Corporate Group Index - Tata Group,Strategy / Thematic / Other,2024-09-30,2024-09-30,20249.43,39.45
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP,NIFTY India Corporate Group Index - Tata Group,Strategy / Thematic / Other,2024-12-31,2024-12-31,18388.45,32.67
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP,NIFTY India Corporate Group Index - Tata Group,Strategy / Thematic / Other,2025-03-31,2025-03-28,16462.54,28.85
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP,NIFTY India Corporate Group Index - Tata Group,Strategy / Thematic / Other,2025-06-30,2025-06-30,16944.91,31.24
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP,NIFTY India Corporate Group Index - Tata Group,Strategy / Thematic / Other,2025-09-30,2025-09-30,15235.44,27.77
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP,NIFTY India Corporate Group Index - Tata Group,Strategy / Thematic / Other,2025-12-31,2025-12-31,16223.4,30.97
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP,NIFTY India Corporate Group Index - Tata Group,Strategy / Thematic / Other,2026-03-31,2026-03-30,13416.5,29.23
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP,NIFTY India Corporate Group Index - Tata Group,Strategy / Thematic / Other,2026-06-30,2026-06-30,13982.22,30.07
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP25CAP,NIFTY India Corporate Group Index - Tata Group 25% Cap,Strategy / Thematic / Other,2024-06-30,2024-06-28,16784.05,36.41
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP25CAP,NIFTY India Corporate Group Index - Tata Group 25% Cap,Strategy / Thematic / Other,2024-09-30,2024-09-30,18453.4,41.13
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP25CAP,NIFTY India Corporate Group Index - Tata Group 25% Cap,Strategy / Thematic / Other,2024-12-31,2024-12-31,16399.8,31.36
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP25CAP,NIFTY India Corporate Group Index - Tata Group 25% Cap,Strategy / Thematic / Other,2025-03-31,2025-03-28,14928.2,28.44
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP25CAP,NIFTY India Corporate Group Index - Tata Group 25% Cap,Strategy / Thematic / Other,2025-06-30,2025-06-30,15746.15,32.61
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP25CAP,NIFTY India Corporate Group Index - Tata Group 25% Cap,Strategy / Thematic / Other,2025-09-30,2025-09-30,14393.4,29.1
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP25CAP,NIFTY India Corporate Group Index - Tata Group 25% Cap,Strategy / Thematic / Other,2025-12-31,2025-12-31,15292.65,33.11
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP25CAP,NIFTY India Corporate Group Index - Tata Group 25% Cap,Strategy / Thematic / Other,2026-03-31,2026-03-30,13255.55,32.37
NIFTYINDIACORPORATEGROUPINDEXTATAGROUP25CAP,NIFTY India Corporate Group Index - Tata Group 25% Cap,Strategy / Thematic / Other,2026-06-30,2026-06-30,13974,32.91
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2022-03-31,2022-03-31,1434.58,21.94
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2022-06-30,2022-06-30,1489.57,20.38
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2022-09-30,2022-09-30,2043.09,25.76
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2022-12-31,2022-12-30,2206.48,25.98
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2023-03-31,2023-03-31,2131.67,24.86
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2023-06-30,2023-06-30,2722.13,32.91
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2023-09-30,2023-09-29,3272.91,36.95
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2023-12-31,2023-12-29,4175.46,45.95
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2024-03-31,2024-03-28,4636.14,47.69
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2024-06-30,2024-06-28,7283.69,64.36
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2024-09-30,2024-09-30,6658.36,53.86
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2024-12-31,2024-12-31,6493.85,49.94
NIFTYINDIADEFENCE,NIFTY India Defence,Strategy / Thematic / Other,2025-03-31,2025-03-28,6393.9,47
