date,nifty_close,pe,pe_percentile,implied_eps,yoy_eps_growth,valuation_score,growth_score,composite_score,signal
2026-09-18,23346.4,19.74,0.05303030303030303,1182.695035460993,0.04417641267901673,94.6969696969697,37.67056507160669,77.58904830936079,BUY
