date,nifty_close,pe,pe_percentile,implied_eps,yoy_eps_growth,valuation_score,growth_score,composite_score,signal
2026-09-18,23346.4,19.74,0.05303030303030303,1182.695035460993,0.03878208207507883,94.6969696969697,35.51283283003153,76.94172863688824,BUY
2026-09-21,23414.3,19.79,0.05303030303030303,1183.1379484588176,0.039395403460280365,94.6969696969697,35.75816138411214,77.01532720311242,BUY
